العنوان,ملاحظة,عنوان URL,تعليق
كنوز ترحال للسفر والسياحة,,https://www.google.com/maps/place/%D9%83%D9%86%D9%88%D8%B2+%D8%AA%D8%B1%D8%AD%D8%A7%D9%84+%D9%84%D9%84%D8%B3%D9%81%D8%B1+%D9%88%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%AD%D8%A9%E2%80%AD/data=!4m2!3m1!1s0x15bdbf114b85ac9b:0xf266c59e898fe02f,
